image,timestamp,top_tokens,top_probs
oven1-boat3,2024-02-08 11:13:01,"['M', 'A', 'B', 'D', 'C', 'P', 'J', 'G', 'E', 'K', 'N', 'L', 'F', 'H', 'I', 'O']","[0.8736343383789062, 0.0549837090075016, 0.02989412285387516, 0.019001860171556473, 0.011525210924446583, 0.0031019686721265316, 0.0011411504819989204, 0.0010070616845041513, 0.000991448643617332, 0.0008749504340812564, 0.0008749504340812564, 0.0006708477740176022, 0.0004908026894554496, 0.0004068897105753422, 0.0004005814844276756, 0.00022122208611108363]"
bird5-bird1,2024-02-08 11:13:01,"['D', 'A', 'B', 'C', 'E', 'F', 'H', 'G', 'M', 'J', 'I', 'L', 'P', 'K', 'N', 'R']","[0.9913133978843689, 0.004736416041851044, 0.002656888449564576, 0.0011075559305027127, 3.910150917363353e-05, 2.4469098207191564e-05, 1.2497591342253145e-05, 1.2497591342253145e-05, 1.1558383448573295e-05, 1.1202770110685378e-05, 1.0042096619145013e-05, 9.433677405468188e-06, 8.72472628543619e-06, 8.58946077642031e-06, 5.545773092308082e-06, 4.5976071305631194e-06]"
knife4-boat1,2024-02-08 11:13:01,"['M', 'A', 'B', 'D', 'C', 'P', 'E', 'G', 'N', 'J', 'L', 'K', 'F', 'H', 'I', 'O']","[0.9271275401115417, 0.029802465811371803, 0.01452456135302782, 0.013224762864410877, 0.007896867580711842, 0.0026041106320917606, 0.0008454308845102787, 0.000590205832850188, 0.0005720470799133182, 0.0004892978467978537, 0.000399353273678571, 0.00039316187030635774, 0.00031591442530043423, 0.00023846473777666688, 0.00022054380679037422, 0.0001199075995828025]"
clock7-car1,2024-02-08 11:13:02,"['J', 'G', 'D', 'B', 'A', 'C', 'H', 'F', 'M', 'K', 'L', 'N', 'E', 'I', 'P', 'Q']","[0.7461704015731812, 0.1744832992553711, 0.028483614325523376, 0.01988476701080799, 0.0170083437114954, 0.005106830969452858, 0.002649388974532485, 0.002608313923701644, 0.0009156042360700667, 0.0007590625900775194, 0.0005056447116658092, 0.0003368319885339588, 0.0002503122668713331, 0.00020751617557834834, 0.00011460130917839706, 9.802370186662301e-05]"
elephant9-airplane2,2024-02-08 11:13:02,"['L', 'D', 'C', 'A', 'B', 'M', 'G', 'K', 'P', 'E', 'H', 'J', 'I', 'N', 'F', 'R']","[0.9300047159194946, 0.01703363098204136, 0.015032125636935234, 0.013902444392442703, 0.010659374296665192, 0.004306776449084282, 0.002199685899540782, 0.0010554208420217037, 0.0010070897405967116, 0.0008349066483788192, 0.000821962661575526, 0.0006921619642525911, 0.000681430974509567, 0.00046107920934446156, 0.0004198174283374101, 0.00034264501300640404]"
elephant3-knife1,2024-02-08 11:13:02,"['L', 'A', 'D', 'C', 'B', 'M', 'G', 'P', 'K', 'N', 'J', 'I', 'E', 'H', 'R', 'F']","[0.9278774857521057, 0.017810260877013206, 0.0172622948884964, 0.014310945756733418, 0.009385348297655582, 0.005102725233882666, 0.0016056436579674482, 0.0011747139506042004, 0.0009148682001978159, 0.0008461147081106901, 0.0007014537695795298, 0.0006386808818206191, 0.0006190307904034853, 0.0005999851273372769, 0.00034724478609859943, 0.0002704345097299665]"
knife10-knife1,2024-02-08 11:13:02,"['N', 'F', 'C', 'M', 'A', 'D', 'P', 'B', 'G', 'E', 'K', 'O', 'H', 'J', 'L', 'I']","[0.6328688859939575, 0.10013440251350403, 0.05705485865473747, 0.04804500937461853, 0.04804500937461853, 0.0423995703458786, 0.029599672183394432, 0.017130976542830467, 0.007601824123412371, 0.0043313889764249325, 0.002930764574557543, 0.0025863905902951956, 0.0022824816405773163, 0.0013843950582668185, 0.0010287950281053782, 0.000801226356998086]"
knife2-elephant2,2024-02-08 11:13:03,"['A', 'C', 'M', 'B', 'P', 'D', 'N', 'E', 'F', 'O', 'K', 'G', 'L', 'J', 'H', 'I']","[0.20344439148902893, 0.20344439148902893, 0.16093777120113373, 0.12533845007419586, 0.11591911315917969, 0.08750034868717194, 0.022471945732831955, 0.020143723115324974, 0.014969543553888798, 0.012028366327285767, 0.008397153578698635, 0.008138800039887428, 0.006048242561519146, 0.004494671709835529, 0.0027690872084349394, 0.001963576767593622]"
airplane4-airplane1,2024-02-08 11:13:03,"['A', 'C', 'B', 'D', 'M', 'E', 'G', 'J', 'K', 'F', 'H', 'P', 'N', 'O', 'I', 'L']","[0.9681544303894043, 0.01516729686409235, 0.0114488760009408, 0.0038348932284861803, 0.000450911873485893, 0.00034572609001770616, 0.0001271855435334146, 6.198527989909053e-05, 6.102428596932441e-05, 5.4701813496649265e-05, 4.678894401877187e-05, 4.678894401877187e-05, 3.818802360910922e-05, 3.4231521567562595e-05, 3.068493970204145e-05, 2.2803111278335564e-05]"
bottle7-clock1,2024-02-08 11:13:03,"['J', 'D', 'M', 'B', 'A', 'C', 'G', 'H', 'K', 'I', 'N', 'L', 'F', 'E', 'Q', 'P']","[0.8980808854103088, 0.0426652655005455, 0.033227745443582535, 0.010620223358273506, 0.010455573908984661, 0.0020588242914527655, 0.0011915561044588685, 0.00030601691105403006, 0.00022741245629731566, 0.00020706139912363142, 0.00016379904991481453, 0.00015387496387120336, 0.0001316162379225716, 0.0001143501722253859, 7.859164907131344e-05, 6.722300167893991e-05]"
keyboard10-airplane3,2024-02-08 11:13:04,"['M', 'A', 'B', 'D', 'C', 'P', 'G', 'N', 'L', 'J', 'K', 'E', 'H', 'F', 'I', 'Q']","[0.974929690361023, 0.015513962134718895, 0.0037429174408316612, 0.0022701940033584833, 0.0016351594822481275, 0.0005392183666117489, 0.0002212947583757341, 0.00015692149463575333, 0.00012221057841088623, 0.00012031588266836479, 0.00010785045742522925, 9.370210318593308e-05, 7.647742313565686e-05, 6.241905794013292e-05, 5.595208494924009e-05, 4.426174200489186e-05]"
airplane3-airplane2,2024-02-08 11:13:04,"['A', 'C', 'B', 'D', 'E', 'G', 'M', 'K', 'J', 'H', 'F', 'P', 'O', 'I', 'N', 'L']","[0.9921631217002869, 0.004249334800988436, 0.002170348074287176, 0.0011436929926276207, 0.0001080552683561109, 1.5811980119906366e-05, 1.5811980119906366e-05, 1.5087894098542165e-05, 1.4173765521263704e-05, 1.31085907923989e-05, 1.2508303370850626e-05, 1.2123464330215938e-05, 1.1935507245652843e-05, 1.0369747542426921e-05, 9.00939448911231e-06, 7.0165228862606455e-06]"
bicycle9-bottle1,2024-02-08 11:13:04,"['C', 'F', 'B', 'A', 'D', 'E', 'G', 'P', 'H', 'J', 'K', 'M', 'N', 'L', 'I', 'R']","[0.8321169018745422, 0.13583935797214508, 0.01409539207816124, 0.00910066906362772, 0.007906798273324966, 0.00032129292958416045, 0.00015415802772622555, 0.00012005838652839884, 6.734664930263534e-05, 4.02145269617904e-05, 3.5489189031068236e-05, 3.5489189031068236e-05, 3.1812305678613484e-05, 2.5561907023075037e-05, 2.1525283955270424e-05, 1.265406081074616e-05]"
car4-bicycle3,2024-02-08 11:13:04,"['G', 'C', 'A', 'B', 'D', 'F', 'K', 'H', 'E', 'N', 'L', 'M', 'J', 'P', 'I', 'O']","[0.5792070627212524, 0.38583508133888245, 0.0111176623031497, 0.010775607079267502, 0.008133855648338795, 0.0019020074978470802, 0.0006370927440002561, 0.0005119184497743845, 0.00041133799823001027, 0.00033051936770789325, 0.00025740874116308987, 0.00023806416720617563, 0.0001883242657640949, 0.00010239012044621632, 5.148498894413933e-05, 4.687761247623712e-05]"
truck9-airplane2,2024-02-08 11:13:05,"['P', 'C', 'A', 'B', 'D', 'F', 'G', 'E', 'M', 'N', 'K', 'O', 'R', 'H', 'L', 'J']","[0.9925233721733093, 0.0034694657661020756, 0.001492198440246284, 0.0013375981943681836, 0.0006123970379121602, 0.0001366442593280226, 0.0001205881271744147, 4.796664507011883e-05, 4.2997020500479266e-05, 2.8198135623824783e-05, 2.488476638973225e-05, 2.488476638973225e-05, 2.4119142835843377e-05, 1.7645943444222212e-05, 1.5093372894625645e-05, 1.1754731531254947e-05]"
bear7-bear2,2024-02-08 11:13:05,"['B', 'C', 'A', 'D', 'F', 'P', 'E', 'H', 'G', 'M', 'K', 'R', 'L', 'J', 'W', 'T']","[0.9968834519386292, 0.0015463292365893722, 0.0011137791443616152, 0.00039097326225601137, 1.3803044566884637e-05, 7.988588549778797e-06, 7.04990543454187e-06, 5.157820396561874e-06, 4.92162735099555e-06, 3.773542175622424e-06, 3.1040312933328096e-06, 2.4174221380235394e-06, 2.306720261913142e-06, 1.5366068737421301e-06, 1.4777405112909037e-06, 1.3041013744441443e-06]"
truck8-dog3,2024-02-08 11:13:05,"['P', 'C', 'G', 'B', 'A', 'D', 'F', 'K', 'E', 'M', 'N', 'H', 'O', 'R', 'L', 'J']","[0.971373438835144, 0.014749526046216488, 0.004095795564353466, 0.0035584887955337763, 0.0026034461334347725, 0.0016039366601034999, 0.0010684520239010453, 0.0001638524408917874, 0.00015392510977108032, 0.00011086810991400853, 8.770389104029164e-05, 6.830385973444209e-05, 6.317074439721182e-05, 6.027794006513432e-05, 4.479476410779171e-05, 4.015376543975435e-05]"
truck3-bicycle1,2024-02-08 11:13:05,"['P', 'G', 'C', 'B', 'F', 'A', 'D', 'K', 'E', 'M', 'N', 'H', 'L', 'J', 'O', 'R']","[0.5983304977416992, 0.3008594810962677, 0.048352520912885666, 0.015697762370109558, 0.012417953461408615, 0.010621638037264347, 0.007770956959575415, 0.0011371421860530972, 0.00105168460868299, 0.0009137194138020277, 0.0007005729712545872, 0.0006279895314946771, 0.0003929858503397554, 0.0003108773671556264, 0.0002459242532495409, 0.00010413088602945209]"
bicycle5-elephant1,2024-02-08 11:13:06,"['C', 'A', 'B', 'D', 'E', 'F', 'P', 'G', 'M', 'L', 'H', 'K', 'J', 'N', 'I', 'R']","[0.9968994855880737, 0.0017522487323731184, 0.0006650785799138248, 0.0005513695068657398, 1.66499157785438e-05, 1.3171168575354386e-05, 1.1806558177340776e-05, 1.1443309631431475e-05, 9.63623278948944e-06, 9.194956874125637e-06, 8.372103366127703e-06, 8.114520824165083e-06, 6.833111910964362e-06, 5.936710749665508e-06, 4.84540214529261e-06, 3.3563117085577687e-06]"
keyboard9-truck3,2024-02-08 11:13:06,"['M', 'A', 'B', 'D', 'C', 'P', 'G', 'J', 'K', 'N', 'L', 'F', 'E', 'H', 'I', 'Q']","[0.9597737789154053, 0.015036004595458508, 0.008839210495352745, 0.006992391310632229, 0.004046885762363672, 0.0016869929386302829, 0.0010393263073638082, 0.00040700598037801683, 0.00027539400616660714, 0.0002669210371095687, 0.0002430343593005091, 0.00023926649009808898, 0.00023190502543002367, 0.00018345196440350264, 0.00017780774214770645, 8.802121737971902e-05]"
dog4-keyboard2,2024-02-08 11:13:06,"['M', 'A', 'D', 'B', 'C', 'P', 'J', 'N', 'G', 'K', 'L', 'H', 'E', 'Q', 'F', 'I']","[0.9885815978050232, 0.0045070648193359375, 0.0019999979995191097, 0.001908411388285458, 0.0009300855454057455, 0.0004604256828315556, 0.0003316321817692369, 0.00020753011631313711, 0.00017750990809872746, 0.00014042189286556095, 0.00012200065975775942, 7.63460629968904e-05, 7.516242476413026e-05, 6.633060547756031e-05, 6.428983033401892e-05, 5.853655602550134e-05]"
cat4-truck3,2024-02-08 11:13:07,"['M', 'A', 'B', 'D', 'C', 'P', 'G', 'N', 'J', 'K', 'F', 'L', 'I', 'H', 'E', 'O']","[0.9353306293487549, 0.022343266755342484, 0.011959489434957504, 0.009169659577310085, 0.007966738194227219, 0.004908164497464895, 0.0019523329101502895, 0.0013005342334508896, 0.0012027975171804428, 0.0007645445875823498, 0.0005421433015726507, 0.0004494526074267924, 0.0004156756913289428, 0.00036114529939368367, 0.00033400478423573077, 0.00019635129137896]"
dog8-bear3,2024-02-08 11:13:07,"['K', 'C', 'B', 'A', 'G', 'J', 'D', 'M', 'P', 'L', 'H', 'N', 'Q', 'F', 'E', 'R']","[0.9710092544555664, 0.01834920048713684, 0.0036131718661636114, 0.003238826058804989, 0.0009573952411301434, 0.0006683695828542113, 0.0006377627141773701, 0.0003467455389909446, 0.00021698782802559435, 0.00020705124188680202, 0.00019149109721183777, 0.00010090870637213811, 5.9321166190784425e-05, 5.48631142009981e-05, 4.4083753891754895e-05, 4.141284807701595e-05]"
bicycle1-clock3,2024-02-08 11:13:07,"['J', 'D', 'C', 'A', 'B', 'G', 'K', 'H', 'M', 'I', 'F', 'E', 'N', 'L', 'Q', 'P']","[0.9177061915397644, 0.024841168895363808, 0.024841168895363808, 0.016291234642267227, 0.013505908660590649, 0.0008770005661062896, 0.0006122449995018542, 0.0003488466900307685, 0.00018672418082132936, 0.00016737845726311207, 0.00013035447045695037, 9.100209717871621e-05, 7.544338586740196e-05, 7.198857929324731e-05, 6.254476465983316e-05, 3.2447798730572686e-05]"
airplane8-clock2,2024-02-08 11:13:07,"['J', 'D', 'A', 'B', 'C', 'M', 'G', 'K', 'H', 'I', 'L', 'F', 'E', 'N', 'Q', 'P']","[0.8496423363685608, 0.07308991998434067, 0.028178676962852478, 0.02731170877814293, 0.00758418720215559, 0.004600042011588812, 0.0038736239075660706, 0.0010926058748736978, 0.0010926058748736978, 0.0009642212535254657, 0.0005668364465236664, 0.0004773241525981575, 0.0003547171363607049, 0.0002895116922445595, 0.0002052945492323488, 0.00010485418897587806]"
keyboard5-bear3,2024-02-08 11:13:08,"['B', 'C', 'A', 'D', 'K', 'G', 'H', 'F', 'M', 'P', 'L', 'E', 'J', 'R', 'N', 'I']","[0.9184741377830505, 0.03732221573591232, 0.01936251111328602, 0.015803219750523567, 0.004122516606003046, 0.0012972073163837194, 0.0012378039536997676, 0.0006032574456185102, 0.0005241191247478127, 0.0002849586308002472, 0.0002254208520753309, 0.00022192600590642542, 0.0001839831384131685, 5.5241751397261396e-05, 5.069268081570044e-05, 3.9789138099877164e-05]"
bird2-dog2,2024-02-08 11:13:08,"['D', 'B', 'A', 'C', 'E', 'F', 'H', 'G', 'M', 'J', 'L', 'I', 'K', 'P', 'N', 'R']","[0.9885146021842957, 0.0050276536494493484, 0.004949707072228193, 0.0012912083184346557, 3.440953514655121e-05, 3.036630732822232e-05, 1.9605960915214382e-05, 1.7302201740676537e-05, 1.3902708815294318e-05, 1.3474967090587597e-05, 1.2269097169337329e-05, 1.1171140613441821e-05, 1.06595762190409e-05, 9.117618901655078e-06, 6.670592483715154e-06, 5.57348903384991e-06]"
elephant6-bird1,2024-02-08 11:13:08,"['L', 'D', 'A', 'C', 'B', 'M', 'G', 'I', 'E', 'J', 'K', 'H', 'P', 'R', 'N', 'F']","[0.9964600205421448, 0.0011667347280308604, 0.0008273387793451548, 0.0004498163179960102, 0.00025232406915165484, 0.00016547818086110055, 0.000126876519061625, 9.282484097639099e-05, 7.816635479684919e-05, 6.480218871729448e-05, 6.379751721397042e-05, 6.379751721397042e-05, 4.667526445700787e-05, 3.2079409720608965e-05, 2.577652776381001e-05, 2.421480712655466e-05]"
clock7-bottle2,2024-02-08 11:13:09,"['J', 'F', 'D', 'B', 'A', 'C', 'G', 'H', 'E', 'M', 'I', 'K', 'N', 'L', 'P', 'Q']","[0.49512115120887756, 0.3098389208316803, 0.13326005637645721, 0.03817964345216751, 0.01449135784059763, 0.0041518439538776875, 0.002328973263502121, 0.0011001290986314416, 0.0002781561925075948, 0.0002270244585815817, 0.0001824192877393216, 0.00017406568804290146, 0.00016609464364591986, 0.00010723875311668962, 7.032888970570639e-05, 5.22640002600383e-05]"
clock7-bear2,2024-02-08 11:13:09,"['J', 'D', 'A', 'B', 'C', 'G', 'H', 'M', 'I', 'K', 'L', 'N', 'E', 'F', 'P', 'Q']","[0.9814087748527527, 0.008760377764701843, 0.00499151274561882, 0.0022149705328047276, 0.0008810543804429471, 0.00039712231955491006, 0.0003396766842342913, 0.0002604391484055668, 0.00014609313802793622, 0.00011738912871805951, 8.324135706061497e-05, 7.232134521473199e-05, 6.090067472541705e-05, 5.8111832913709804e-05, 3.0148023142828606e-05, 2.968061926367227e-05]"
cat4-chair2,2024-02-08 11:13:09,"['I', 'A', 'C', 'E', 'D', 'B', 'J', 'H', 'G', 'L', 'M', 'N', 'K', 'F', 'O', 'P']","[0.9378647208213806, 0.02744971215724945, 0.01492415089160204, 0.004998963791877031, 0.004921462386846542, 0.0027178896125406027, 0.0018973926780745387, 0.0011154196690768003, 0.0008686897344887257, 0.0006256937049329281, 0.0005970411002635956, 0.0004949644790031016, 0.00030493875965476036, 0.00027334532933309674, 0.0002412264293525368, 0.0002063318679574877]"
elephant3-cat2,2024-02-08 11:13:09,"['L', 'D', 'A', 'C', 'B', 'M', 'G', 'J', 'I', 'H', 'K', 'E', 'P', 'R', 'N', 'F']","[0.9950620532035828, 0.0018329562153667212, 0.0010122546227648854, 0.0005678233574144542, 0.00037238767254166305, 0.0002767349942587316, 0.00015523427282460034, 0.00010503675730433315, 0.00010503675730433315, 8.30909120850265e-05, 8.180271106539294e-05, 7.928589911898598e-05, 6.676542398054153e-05, 4.588716183206998e-05, 3.8041791412979364e-05, 3.1537754693999887e-05]"
chair9-bird3,2024-02-08 11:13:10,"['I', 'A', 'C', 'D', 'B', 'J', 'E', 'H', 'M', 'G', 'L', 'N', 'K', 'F', 'P', 'O']","[0.9322468638420105, 0.03908437117934227, 0.009139426983892918, 0.008321542292833328, 0.0030138627626001835, 0.0018280004151165485, 0.0013584544649347663, 0.0012177107855677605, 0.0010095176985487342, 0.0006938307196833193, 0.0004843718488700688, 0.0003831696812994778, 0.00021832350466866046, 0.00019878581224475056, 0.00018674199236556888, 0.0001454348093830049]"
boat10-oven1,2024-02-08 11:13:10,"['A', 'M', 'B', 'P', 'C', 'D', 'G', 'E', 'N', 'O', 'K', 'F', 'J', 'H', 'I', 'L']","[0.47466573119163513, 0.2970382273197174, 0.070552758872509, 0.060346972197294235, 0.05002939701080322, 0.028063949197530746, 0.005882523953914642, 0.004440361633896828, 0.0018801674013957381, 0.0016335176769644022, 0.0014192248927429318, 0.001333238440565765, 0.0008086499874480069, 0.0006600008928216994, 0.00038799448520876467, 0.00020128888718318194]"
bicycle2-bicycle1,2024-02-08 11:13:10,"['C', 'A', 'B', 'D', 'E', 'F', 'G', 'P', 'J', 'M', 'H', 'K', 'L', 'I', 'N', 'R']","[0.993168830871582, 0.0035263935569673777, 0.0016657504020258784, 0.0014700194587931037, 2.52930822171038e-05, 2.1298912542988546e-05, 1.5582618289045058e-05, 1.2135753422626294e-05, 1.1223737601540051e-05, 1.0709764865168836e-05, 1.0543725693423767e-05, 8.878707376425155e-06, 7.360707058978733e-06, 6.914744062669342e-06, 6.495800789707573e-06, 4.293462552595884e-06]"
bird4-cat3,2024-02-08 11:13:10,"['D', 'B', 'A', 'C', 'F', 'E', 'H', 'G', 'K', 'J', 'M', 'L', 'P', 'I', 'N', 'R']","[0.9545453786849976, 0.027937928214669228, 0.013404765166342258, 0.0035519092343747616, 0.00014891347382217646, 7.4878400482703e-05, 6.9251203967724e-05, 4.834512947127223e-05, 2.8420636226655915e-05, 2.754622619249858e-05, 2.469227729307022e-05, 2.079298246826511e-05, 1.7785179807106033e-05, 1.7237985957763158e-05, 1.2710494047496468e-05, 1.1129681297461502e-05]"
boat9-airplane2,2024-02-08 11:13:11,"['E', 'A', 'D', 'C', 'B', 'F', 'O', 'G', 'H', 'I', 'N', 'J', 'L', 'K', 'M', 'P']","[0.9618743062019348, 0.01372039970010519, 0.010196136310696602, 0.005372986197471619, 0.005126939155161381, 0.0007502370281144977, 0.0006938557489775121, 0.00035438683698885143, 0.00035438683698885143, 0.00031767028849571943, 0.0002552552614361048, 0.0001622501149540767, 0.00015725819685030729, 0.00014318522880785167, 0.00013662829587701708, 0.0001150525567936711]"
oven6-elephant2,2024-02-08 11:13:11,"['L', 'I', 'A', 'D', 'B', 'E', 'C', 'M', 'G', 'H', 'F', 'J', 'N', 'O', 'K', 'P']","[0.7965188026428223, 0.06852000206708908, 0.044239841401576996, 0.03904152289032936, 0.013283208943903446, 0.011540652252733707, 0.010673358105123043, 0.0033064521849155426, 0.0020691247191280127, 0.0019743728917092085, 0.001769816386513412, 0.001769816386513412, 0.0015864531742408872, 0.0012163757346570492, 0.0010404213098809123, 0.0007493874290958047]"
keyboard4-knife2,2024-02-08 11:13:11,"['M', 'F', 'D', 'B', 'A', 'P', 'N', 'C', 'G', 'J', 'E', 'K', 'H', 'L', 'O', 'I']","[0.7912184000015259, 0.08739595115184784, 0.03586722910404205, 0.025433674454689026, 0.020119693130254745, 0.013613663613796234, 0.012014016509056091, 0.009211466647684574, 0.0015758960507810116, 0.0005707517266273499, 0.0005196753772906959, 0.0004881897766608745, 0.00043082598131150007, 0.0003743081178981811, 0.0001911778817884624, 0.00015603484644088894]"
bottle1-car1,2024-02-08 11:13:12,"['F', 'B', 'D', 'A', 'C', 'G', 'E', 'H', 'P', 'M', 'J', 'K', 'N', 'L', 'I', 'O']","[0.9235256910324097, 0.02539236657321453, 0.024611124768853188, 0.009943794459104538, 0.009053927846252918, 0.004624293651431799, 0.0012841199059039354, 0.00037370019708760083, 0.0002734049048740417, 0.00013747661432716995, 0.00013534523895941675, 0.00011046556028304622, 9.902069723466411e-05, 8.081833948381245e-05, 5.383661846281029e-05, 5.057482121628709e-05]"
airplane10-oven2,2024-02-08 11:13:12,"['M', 'A', 'B', 'C', 'D', 'G', 'P', 'N', 'J', 'K', 'E', 'L', 'F', 'H', 'I', 'O']","[0.8933219313621521, 0.06174864247441292, 0.022716056555509567, 0.009923910722136497, 0.00797408539801836, 0.0010791751556098461, 0.001045972341671586, 0.00031405786285176873, 0.0002815196639858186, 0.0002728582185227424, 0.00020277098519727588, 0.0001965323754120618, 0.00017343922809232026, 0.00016549686552025378, 0.0001137442231993191, 6.686678534606472e-05]"
elephant4-clock3,2024-02-08 11:13:12,"['J', 'L', 'D', 'B', 'A', 'G', 'C', 'M', 'K', 'H', 'I', 'F', 'N', 'E', 'Q', 'P']","[0.9129244685173035, 0.02630550228059292, 0.02471173368394375, 0.014302053488790989, 0.010141675360500813, 0.003909963648766279, 0.0025244622956961393, 0.00202846247702837, 0.0012303248513489962, 0.0007699175621382892, 0.00030625204090029, 0.00016392489487770945, 0.0001588814629940316, 0.00011443802213761955, 8.242661715485156e-05, 7.161348185036331e-05]"
oven7-cat1,2024-02-08 11:13:12,"['I', 'A', 'H', 'C', 'B', 'D', 'E', 'G', 'J', 'F', 'K', 'L', 'M', 'N', 'O', 'P']","[0.688599705696106, 0.11241081357002258, 0.08353662490844727, 0.041353628039360046, 0.022837644442915916, 0.017238758504390717, 0.009084186516702175, 0.008804695680737495, 0.006857103668153286, 0.0019041489576920867, 0.0014829527353867888, 0.001437327009625733, 0.0012884116731584072, 0.0009878594428300858, 0.0007115284679457545, 0.00038085374399088323]"
bird7-knife2,2024-02-08 11:13:13,"['D', 'A', 'B', 'C', 'E', 'N', 'F', 'M', 'G', 'J', 'H', 'L', 'I', 'K', 'P', 'R']","[0.9878543019294739, 0.006975543685257435, 0.003243928775191307, 0.0015564541099593043, 5.325892925611697e-05, 4.5554777898360044e-05, 4.213127976981923e-05, 3.3853437344077975e-05, 2.7202002456760965e-05, 2.2906382582732476e-05, 2.185742232541088e-05, 1.8990056560141966e-05, 1.812043774407357e-05, 1.7290643882006407e-05, 1.6498846889589913e-05, 8.040895409067161e-06]"
airplane6-knife1,2024-02-08 11:13:13,"['N', 'M', 'A', 'C', 'D', 'P', 'G', 'B', 'K', 'O', 'H', 'L', 'E', 'I', 'J', 'F']","[0.9576388597488403, 0.01431554090231657, 0.009388361126184464, 0.007543760817497969, 0.0032956243958324194, 0.0027751943562179804, 0.0013315527467057109, 0.0009895259281620383, 0.0004530379956122488, 0.00041249580681324005, 0.00029250330408103764, 0.0002705213555600494, 0.00018304388504475355, 0.00015413841174449772, 0.00015413841174449772, 0.00013602666149381548]"
cat7-boat3,2024-02-08 11:13:13,"['B', 'C', 'A', 'D', 'H', 'G', 'F', 'K', 'E', 'M', 'J', 'L', 'P', 'R', 'I', 'N']","[0.9112810492515564, 0.03371613100171089, 0.02795165218412876, 0.020132819190621376, 0.0025999085046350956, 0.0015769244637340307, 0.0013073162408545613, 0.0003687454736791551, 0.0002917016972787678, 0.00023075500212144107, 0.00010564734839135781, 8.227823855122551e-05, 7.974680193001404e-05, 3.9170314266812056e-05, 3.826293323072605e-05, 3.147422830807045e-05]"
oven4-bottle2,2024-02-08 11:13:13,"['F', 'B', 'D', 'A', 'C', 'E', 'P', 'G', 'H', 'M', 'J', 'N', 'I', 'K', 'L', 'O']","[0.9754573106765747, 0.007564992643892765, 0.006676082964986563, 0.005118730012327433, 0.0030565334018319845, 0.0007608314044773579, 0.0003272294707130641, 0.00024700575158931315, 0.00016454131400678307, 9.825210145208985e-05, 8.945956506067887e-05, 6.859102722955868e-05, 6.148459942778572e-05, 4.9404261517338455e-05, 4.641100895241834e-05, 4.428569445735775e-05]"
dog4-oven1,2024-02-08 11:13:14,"['B', 'H', 'C', 'D', 'A', 'G', 'F', 'M', 'K', 'J', 'E', 'L', 'P', 'N', 'O', 'I']","[0.6657268404960632, 0.1212378591299057, 0.06096222624182701, 0.05464618653059006, 0.05379897728562355, 0.02387315034866333, 0.009348860010504723, 0.003777280915528536, 0.0020860126242041588, 0.001479204511269927, 0.0010489129927009344, 0.0004237991524860263, 0.0003919501614291221, 0.00023772977874614298, 0.00023041560780256987, 0.00021309961448423564]"
keyboard4-truck3,2024-02-08 11:13:14,"['G', 'B', 'A', 'C', 'D', 'F', 'M', 'L', 'H', 'K', 'P', 'N', 'E', 'J', 'O', 'W']","[0.9680899977684021, 0.007626088801771402, 0.0069436319172382355, 0.006421810016036034, 0.00360230915248394, 0.0015016657998785377, 0.0014783845981583, 0.0008966856403276324, 0.0007205071742646396, 0.0007093367166817188, 0.0005354354507289827, 0.0004875195154454559, 0.00028659796225838363, 0.00026923383120447397, 8.083865395747125e-05, 5.3015286539448425e-05]"
car8-knife2,2024-02-08 11:13:14,"['M', 'A', 'B', 'D', 'G', 'C', 'P', 'F', 'N', 'L', 'K', 'H', 'J', 'E', 'W', 'R']","[0.9638500809669495, 0.01374858245253563, 0.007244994398206472, 0.004902208223938942, 0.004533801693469286, 0.002503802999854088, 0.0012589911930263042, 0.0006040705484338105, 0.0003284274716861546, 0.00013906492677051574, 0.00013906492677051574, 0.00011000943050021306, 9.861181024461985e-05, 9.70829714788124e-05, 6.268148717936128e-05, 4.1754865378607064e-05]"
chair3-bicycle3,2024-02-08 11:13:15,"['I', 'C', 'A', 'D', 'B', 'E', 'J', 'H', 'G', 'M', 'N', 'F', 'L', 'K', 'O', 'P']","[0.6732660531997681, 0.24768075346946716, 0.0544082410633564, 0.009603624232113361, 0.006009794306010008, 0.0026254847180098295, 0.0012795591028407216, 0.0011469894088804722, 0.0007522139931097627, 0.0007405519718304276, 0.0004933139425702393, 0.0004856658342760056, 0.0003286179853603244, 0.0003135694423690438, 0.00018724086112342775, 0.00017589649360161275]"
truck1-car3,2024-02-08 11:13:15,"['P', 'C', 'B', 'A', 'G', 'D', 'F', 'E', 'M', 'K', 'N', 'O', 'H', 'L', 'R', 'J']","[0.9769242405891418, 0.010518747381865978, 0.0036924274172633886, 0.0033098706044256687, 0.002239570487290621, 0.0018566690851002932, 0.0006122644408605993, 0.0001867301034508273, 0.00013241148553788662, 9.537241567159072e-05, 7.663388532819226e-05, 5.9682526625692844e-05, 5.784629320260137e-05, 4.101916420040652e-05, 3.975713480031118e-05, 3.50855516444426e-05]"
