image,response,timestamp,pred_label,pred_conf,pred_llm_judge
clock4-boat3,A clock with a person inside it.,,clock,1.0,J
clock6-knife2,A metal circle with a hole in the middle.,,bottle,0.35990274,X
clock4-airplane1,A clock with roman numerals.,,clock,1.0,J
clock7-truck3,A clock with a yellow face.,,clock,1.0,J
clock3-elephant3,A clock face with roman numerals.,,clock,1.0,J
clock1-truck3,"A colorful, abstract image of a chair.",,chair,0.9999999,I
clock4-bird3,A clock with a brown background.,,clock,1.0,J
clock1-dog2,A clock with Roman numerals.,,clock,1.0,J
clock8-knife1,A close up of a clock face with the hands at 12 and 2.,,clock,1.0,J
clock5-elephant2,A clock with roman numerals.,,clock,1.0,J
clock3-bear3,A clock with a brown background.,,clock,1.0,J
clock6-car2,A red and black clock with a car on it.,,clock,0.999483,"J, G"
clock10-bird3,A small clock with a brown and red face.,,clock,1.0,J
clock1-car1,"A bunch of cars are shown in a blurry, colorful, and abstract manner.",,car,0.9993585,G
clock5-airplane1,A clock with a lot of text on it.,,clock,1.0,J
clock7-keyboard2,A close up of a clock face with the hands on the numbers 4 and 5.,,clock,1.0,J
clock9-cat1,A round object with a clock face on it.,,clock,1.0,J
clock8-chair2,A wooden clock with Roman numerals.,,clock,1.0,J
clock5-oven1,A blurry picture of a clock.,,clock,1.0,J
clock1-elephant2,A brown wooden surface with a pattern of trees and branches.,,airplane,0.8343313,X
clock1-boat3,"A colorful, abstract image of a clock with a propeller on top.",,clock,0.9998012,J
clock5-chair3,A blue circle with a clock inside of it.,,clock,1.0,J
clock5-keyboard1,A round clock with a broken face.,,clock,1.0,J
clock2-bear2,A clock with roman numerals.,,clock,1.0,J
clock6-bicycle1,A close up of a watch with a clock face.,,clock,1.0,J
clock5-clock2,A clock with foreign writing on it.,,clock,1.0,J
clock6-bottle1,A clock with many bottles surrounding it.,,clock,0.77345973,"J, F"
dog5-bear3,A dog with a brown and black coat.,,dog,0.999972,K
dog1-knife3,A dog's face is shown with a pair of scissors in the background.,,dog,0.9934889,K
dog2-bicycle2,A dog's face is shown in a blurry photo.,,dog,0.9999672,K
dog9-bottle1,A dog is surrounded by a bunch of bottles.,,bottle,0.9994425,"K, F"
dog7-chair2,A stack of chairs.,,chair,1.0,I
dog2-bottle2,A bunch of colorful bottles are stacked on top of each other.,,bottle,1.0,F
dog3-boat1,A person is sitting in a chair with a blue and red shirt.,,chair,1.0,I
dog2-dog3,A white dog with brown ears.,,dog,0.9997551,K
dog10-car3,A dog is sitting on top of a car.,,car,0.7394187,"G, K"
dog3-dog1,A brown dog sitting on the ground.,,dog,0.9999695,K
dog3-keyboard1,A black dog is laying on its side.,,dog,0.9999329,K
dog3-clock1,A colorful clock face with numbers and letters on it.,,clock,1.0,J
dog10-oven2,A black dog is sitting on a table.,,dog,0.9999689,"H, I"
dog4-truck2,A red fist with a microphone in the center.,,bottle,0.8136306,X
dog3-elephant2,A woman with long hair is sitting down.,,chair,0.99996006,X
dog10-truck2,A red car is reflected in a silver object.,,car,0.99985456,G
dog7-oven2,A black and white image of a person's head.,,airplane,0.78620505,X
dog10-airplane1,A dog is laying on a pile of papers.,,dog,0.99995995,K
dog6-bicycle1,A metal sculpture of a rose is surrounded by many other metal objects.,,bottle,0.5377754,X
dog5-truck2,A red object with a silver face.,,bottle,0.4541022,J
dog6-cat1,A brown dog with a black collar.,,dog,0.9999987,K
dog4-bottle2,A bunch of bottles.,,bottle,1.0,F
dog10-clock1,A dog is sitting on a table with a clock on its back.,,clock,0.9508569,H K J
dog9-cat1,A dog is standing in front of a blue sky.,,dog,0.999739,K
dog6-clock1,A dog is sitting in front of a clock.,,clock,0.9998066,K J
dog9-chair2,A chair is sitting in front of a mirror.,,chair,1.0,I
dog7-bird3,A dog with brown and white fur is sitting on the ground.,,dog,0.99980277,H
dog10-bottle1,"A pile of bottles and cans is stacked on top of each other, forming a large pile.",,bottle,0.9999958,F
dog8-bear3,A dog with a long tail is walking on a path.,,dog,0.9995685,K
dog5-boat3,"A colorful, abstract image of a person's face.",,airplane,0.8787812,X
dog9-boat1,A blurry image of a dog in a blue and red hat.,,dog,0.99987555,K
dog2-cat1,A dog with brown ears and brown eyes.,,dog,0.99989855,K
dog3-bird2,A black puppy sitting on a white surface.,,dog,0.99835455,K
dog8-keyboard3,A blurry photo of a camera.,,airplane,0.91868126,X
dog10-dog1,A dog is sitting on a carpet.,,dog,0.9999268,K
dog6-truck2,"A red car with a license plate that reads ""3"".",,car,0.9820546,G
dog4-chair1,A red chair in a row of chairs.,,chair,1.0,I
dog8-bottle2,A black and white photo of a dog sitting in front of a pile of bottles.,,bottle,0.8932261,K
dog1-bear1,A dog's face is shown in a blurry picture.,,dog,0.99996376,K
dog8-chair3,A blue elephant statue.,,elephant,1.0,L
dog5-car3,A red car with a dog in it.,,car,0.98625565,"G, K"
dog9-bicycle3,A dog is walking in a field of red and white.,,dog,0.99818486,K
dog6-elephant2,A dog's head is shown in the image.,,dog,0.99998534,K
dog1-chair1,A red chair with a person sitting in it.,,chair,1.0,I
dog4-oven1,A blurry image of a camera.,,airplane,0.97492415,X
dog9-car1,A colorful car collage with multiple cars and a dog.,,car,0.9507656,"G, P"
dog1-dog2,A dog with brown and white fur.,,dog,0.9999453,K
dog10-bicycle1,A black dog sitting on the ground with a pile of scrap metal behind it.,,dog,0.97833145,K
dog4-cat3,A dog with a brown and white fur is looking at the camera.,,dog,0.99996185,K
dog3-bear3,A dog is sitting on a bed.,,dog,0.99932575,"H
X"
dog3-truck2,A red object with a black seat.,,chair,0.9473518,"I, G"
dog1-boat3,"A colorful, abstract image of a face.",,airplane,0.7775796,X
dog5-knife2,"A close up of a face with a mouth and eyes, surrounded by a bunch of books.",,bottle,0.97877264,X
dog1-airplane3,A blurry image of a dog's head.,,dog,0.99990284,K
dog2-airplane2,A blue and yellow painting of a dog's face.,,dog,0.9998436,K
dog5-elephant1,A dog with a smile on its face.,,dog,0.99999785,K
dog4-elephant2,A picture of a tiger's head.,,cat,0.3744167,X
dog1-bird1,A dog with blue eyes.,,dog,0.999995,K
dog7-keyboard3,A close up of a keyboard with the numbers 2 and 3 visible.,,keyboard,0.99999976,M
dog8-dog3,A dog standing on a carpet.,,dog,0.9999583,K
dog10-keyboard2,A close up of a keyboard with a key missing.,,keyboard,1.0,M
dog4-keyboard2,A black and white photo of a camera.,,airplane,0.9366258,X
dog8-boat3,A colorful elephant with a red trunk is standing in front of a building.,,elephant,1.0,L
dog1-car2,A blurry image of a car with a red hood.,,car,0.9952691,G
dog4-airplane3,A blurry picture of a dog's face.,,dog,0.999949,K
dog1-cat3,A dog with a brown nose.,,dog,0.99997354,K
dog10-elephant1,A dog is depicted in a painting.,,dog,0.9998253,K
dog3-knife3,A black dog is sitting on a chair.,,chair,0.9984218,"H, I"
dog7-knife3,A black and white dog statue.,,dog,0.9988625,K
dog8-clock2,A dog sitting on a chair.,,chair,0.9992495,"H, I"
dog6-bird1,A dog with a blue collar.,,dog,0.9999974,K
dog5-oven1,A blurry image of a person's head.,,airplane,0.85045385,X
dog4-bicycle1,"A collage of various metal objects, including scissors, is arranged to look like a person's head.",,knife,0.9827319,X
dog8-oven3,A dog is standing in front of a camera.,,dog,0.999984,K
dog7-car2,A blurry picture of a red car.,,car,0.9995827,G
dog9-bear3,A dog is standing in front of a blurry background.,,dog,0.9999682,K
dog2-knife3,"A dog's face is shown in a blurry, abstract image.",,dog,0.99970406,K
dog4-bird1,A dog with its head down.,,dog,0.9999876,K
dog9-airplane3,A dog is sitting in front of a white wall.,,dog,0.99977535,K
dog4-clock1,A dog is sitting in front of a clock.,,clock,0.9998066,K J
oven9-chair1,A red seat in a theater.,,chair,0.9995727,I
oven3-airplane1,A blurry picture of a box with money in it.,,airplane,0.43562892,X
oven7-cat1,A brown suitcase with a handle is on top of a brown chair.,,chair,0.9991775,I
oven5-bicycle1,A close up of a microwave with a red handle.,,oven,0.9945925,O
oven6-bird1,A blue turkey is laying on a chair.,,chair,0.9962191,X
oven6-knife3,A blurry image of a toaster oven.,,oven,0.9999994,O
oven7-elephant1,A stone wall with a basket on it.,,bicycle,0.99094886,X
oven10-cat2,A microwave oven with food inside.,,oven,0.9999999,O
oven2-dog3,A dog's face is seen through a window.,,dog,0.9999641,K
oven5-bottle3,A green box with a handle and a lock on it.,,bottle,0.92732745,X
oven7-keyboard1,A stack of black boxes with a white background.,,clock,0.80220807,X
oven9-clock2,A blurry picture of a TV set.,,airplane,0.9631371,X
oven7-bottle1,A chair is made of various bottles and cans.,,chair,0.9981438,"I, F"
oven3-boat3,A man is sitting in a chair with a guitar.,,chair,0.99999976,I
oven10-airplane2,A yellow and blue box with a handle.,,bottle,0.9872071,X
oven9-boat2,A blurry photo of a microwave oven.,,oven,0.99925953,O
oven5-keyboard2,A black object with a white number 1 on it.,,airplane,0.7251921,X
oven9-bear2,A microwave with a dead animal inside.,,dog,0.63974965,X
oven2-bicycle1,A metal box with a reflection of a car in it.,,car,0.99770665,G
oven8-cat3,A piece of metal with a pattern of circles on it.,,clock,0.75285655,X
oven3-knife1,A pair of leather gloves are inside a box.,,knife,0.8550851,X
oven6-airplane3,A turkey is inside an oven.,,oven,1.0,O
oven4-truck3,A yellow and blue bus with a mirror.,,truck,0.7206241,X
oven10-boat2,"A colorful, abstract image of a microwave oven.",,oven,0.9998846,O
oven1-cat1,A blurry photo of a cat.,,cat,0.99998426,H
oven8-keyboard3,A black and white photo of a credit card.,,airplane,0.5480658,X
oven4-elephant3,A rock with a hole in it.,,bottle,0.7430985,X
oven7-clock2,A bunch of clocks stacked on top of each other.,,clock,1.0,J
oven2-oven3,A row of microwaves with one open.,,oven,0.99173975,X
oven4-bottle2,A colorful assortment of bottles and containers.,,bottle,1.0,F
oven3-car2,A blurry image of a car.,,car,0.9991798,G
oven3-elephant3,A heart-shaped piece of wood.,,boat,0.25801766,X
oven2-chair1,A pink and red image of a theater with seats.,,chair,0.9080932,X
oven1-boat3,A colorful image of a building with lots of windows.,,airplane,0.85806066,X
oven10-bicycle1,"A computer is shown in a close-up view, with its internal components visible.",,airplane,0.49551603,X
oven7-car3,A red car is parked next to a red bus.,,car,0.971114,G
oven5-elephant1,A close-up of a rock with a hole in it.,,bottle,0.7272257,X
oven9-keyboard1,A black and white photo of a camera lens.,,airplane,0.93582416,X
oven4-chair1,A red chair in a pink room.,,chair,1.0,I
oven6-bear2,A turkey is laying down in a box.,,bird,0.592482,X
oven3-bottle3,A green box with a picture of two hearts on it.,,bottle,0.68622845,X
oven4-bicycle2,"A car is shown from the driver's seat, with a reflection of the car's interior.",,car,0.99990606,G
oven1-clock3,A clock with a bunch of clocks on it.,,clock,1.0,J
oven7-oven1,A stack of three silver ovens.,,oven,1.0,O
oven2-car1,A colorful car with a yellow hood is in the center of the image.,,car,0.99803776,G
oven2-bottle1,A refrigerator filled with various bottles.,,bottle,1.0,F
oven9-car2,A blurry image of a car with a red heart in the center.,,car,0.99826413,G
oven4-keyboard3,A camera with a black lens cap on it.,,bottle,0.48645854,X
oven6-chair3,A blue chair with a hole in the seat.,,chair,0.9999995,I
oven2-bear3,A brown and white furry object.,,dog,0.98524505,H
oven3-clock3,A clock with two faces and a number 12 on it.,,clock,1.0,J
oven4-dog1,A chair with a wooden seat and a metal frame.,,chair,0.9999999,I
oven3-bear2,A cat's face is shown in a blurry photo.,,cat,0.99999416,H
oven9-airplane2,A blue and yellow box with a yellow apple inside.,,bottle,0.8157715,X
oven9-oven1,A microwave with a food item inside.,,oven,0.9983935,X
oven6-truck1,A red and black object with a red circle in the center.,,airplane,0.8504318,X
oven9-bird3,A picture of a chicken.,,bird,0.99354196,X
oven10-truck2,A red car's tail light is shown in a close-up view.,,car,0.8869453,G
oven10-oven3,A microwave with a bunch of things in it.,,oven,0.99813926,X
oven3-truck1,A red object with a face on it.,,bottle,0.62889135,X
oven6-oven3,A machine with a screen showing a person's face.,,airplane,0.9044056,X
oven3-cat2,A blurry image of a heart.,,airplane,0.3664124,X
oven9-knife3,A blurry image of a knife block.,,knife,0.9999999,N
oven7-dog2,A brown chair with a furry seat.,,chair,0.99999595,I
oven1-bird3,A painting of a room with a wooden floor.,,airplane,0.86286384,X
oven4-knife2,A stack of pots and pans on a stove.,,oven,0.9992963,X
oven4-clock2,A microwave with a keyboard on top.,,keyboard,0.99949706,M
oven8-knife2,A collection of old knives.,,knife,1.0,N
oven5-dog3,A brown and black object with a dial on it.,,clock,0.9998746,J
oven2-boat3,"A colorful, abstract image of a refrigerator.",,bottle,0.8897035,X
oven5-airplane1,A blurry image of a microwave oven.,,oven,0.9996668,O
oven2-bird2,Two silver boxes with a blue tint.,,bottle,0.72205555,X
oven10-bear1,A brown and white object with a knob on it.,,clock,0.5621188,J
oven1-dog3,A close-up of a dog's face with its eyes open.,,dog,0.9999876,K
oven6-elephant2,"A brown, wrinkled, and textured surface with a hole in the middle.",,airplane,0.69386935,X
oven4-car1,A colorful image of a toy car with a toy keyboard inside.,,car,0.85802823,G
oven6-bicycle1,A square-shaped piece of metal with a diamond in the center.,,knife,0.6905897,X
oven2-truck3,A colorful picture of a camera.,,airplane,0.9298579,X
oven8-chair1,A red chair with a black seat.,,chair,1.0,I
oven5-bird1,A microwave with food inside.,,oven,0.99964166,X
elephant8-airplane3,"A colorful, abstract image of a mechanical object.",,airplane,0.68631953,X
elephant6-cat2,A bear cub is nursing from its mother.,,bear,0.99999774,B
elephant7-bear3,A brown elephant walking through the woods.,,elephant,0.99999964,L
elephant10-keyboard1,A close-up of a keyboard with black and white keys.,,keyboard,1.0,M
elephant5-chair3,A blue and white chair with a blue seat.,,chair,1.0,I
elephant1-bear2,A gray elephant with its trunk in its mouth.,,elephant,0.9999994,L
elephant6-car3,"A red car is in the foreground, with a white car in the background.",,car,0.9999654,G
elephant6-knife2,A black and white image of a bear.,,bear,0.9999987,B
elephant4-boat3,A colorful elephant statue is standing in front of a building.,,elephant,1.0,X
elephant4-chair3,A blue and white chair with a blue and white background.,,chair,1.0,I
elephant1-chair1,A pink chair with a black seat.,,chair,1.0,I
elephant10-bear1,A close-up of a brown bear's head.,,bear,0.99997103,B
elephant7-car3,A red car with a green tree in the background.,,car,0.9999448,G
elephant4-oven1,A blurry picture of an elephant.,,elephant,1.0,L
elephant9-bicycle2,A blurry photo of a bicycle.,,bicycle,0.99999976,C
elephant5-bottle2,A black and white photo of a cat in a room with many bottles.,,cat,0.68047136,H
elephant6-bird1,An elephant and a baby elephant standing together.,,elephant,1.0,"L, M"
elephant9-airplane2,A blue and yellow elephant with a white trunk.,,elephant,1.0,L
elephant7-clock2,A painting of a dog with a clock face on its back.,,clock,0.90613735,K J
elephant2-clock1,A collage of clocks and numbers.,,clock,1.0,J
elephant2-bird1,A blue elephant is standing in front of a white background.,,elephant,1.0,L
elephant3-chair1,A row of red chairs in a theater.,,chair,0.9999987,I
elephant5-bicycle3,A large elephant statue with a red background.,,elephant,1.0,X
elephant2-truck2,A red object with a black and white pattern.,,airplane,0.71083236,X
elephant8-bird2,Three elephants standing next to each other.,,elephant,1.0,L
elephant6-dog2,An elephant and a baby elephant are standing together.,,elephant,1.0,"L, M"
elephant9-boat3,A colorful elephant statue is standing in front of a building.,,elephant,1.0,X
elephant7-knife2,A hand holding a book.,,bottle,0.9453306,X
elephant4-car3,A red elephant with a white face.,,elephant,0.9999999,L
elephant2-boat1,A painting of a person wearing a hat.,,bottle,0.5572089,X
elephant6-truck3,"A colorful, abstract image of a chair.",,chair,0.9999999,I
elephant8-elephant1,Three elephants are standing next to each other.,,elephant,1.0,L
elephant8-bicycle3,A group of four metal sculptures of people.,,airplane,0.43584004,X
elephant7-bird1,An elephant with a blue tusk.,,elephant,0.9999999,L
elephant2-cat1,A dog's face is shown in a blurry photo.,,dog,0.9999672,K
elephant6-bicycle1,A painting of an elephant and a baby elephant.,,elephant,1.0,"L, M"
elephant5-car1,A colorful car show with various cars and trucks.,,truck,0.7894609,"G, P"
elephant7-bottle3,A green elephant made of many small pictures of money.,,elephant,0.99999774,L
elephant2-bear3,A brown bear with its head turned.,,bear,0.99987054,B
elephant3-knife1,A painting of an elephant's leg and trunk.,,elephant,1.0,L
elephant8-knife2,A painting of hands holding money.,,airplane,0.86199194,X
elephant1-keyboard3,A keyboard with numbers on it.,,keyboard,0.9999999,M
elephant5-truck1,A red elephant with a red trunk.,,elephant,1.0,L
elephant4-bird1,An elephant with a blue and white pattern.,,elephant,1.0,L
elephant6-bottle2,A bunch of bottles with different colors and shapes.,,bottle,1.0,F
elephant8-truck3,A bunch of chairs are in the picture.,,chair,1.0,I
elephant5-bear2,A close up of an elephant's trunk.,,elephant,1.0,L
elephant9-dog3,A dog with a black nose.,,dog,0.99998796,K
elephant9-elephant3,An elephant's trunk is visible in the image.,,elephant,1.0,L
elephant5-elephant1,A gray elephant with wrinkled skin.,,elephant,0.9999968,L
elephant2-bottle3,A green hand holding a green bottle.,,bottle,1.0,F
elephant9-chair2,A bunch of chairs are stacked on top of each other.,,chair,0.9999999,I
elephant1-car3,"A red car is in the center of the image, surrounded by other cars and a bus.",,car,0.9920151,G
elephant1-oven2,A black and white elephant.,,elephant,1.0,L
elephant4-clock3,A large elephant made of clocks.,,elephant,0.96391606,"J, L"
elephant8-clock2,Three elephants with their backsides facing the camera.,,elephant,1.0,L
elephant3-cat2,A picture of an elephant's leg.,,elephant,0.9999999,L
elephant8-boat2,A painting of three elephants.,,elephant,1.0,L
elephant4-bicycle2,A bunch of chairs are shown in a blurry picture.,,chair,0.9999993,I
elephant3-truck1,A red elephant statue.,,elephant,1.0,L
elephant3-oven1,A reflection of a person in a mirror.,,bicycle,0.72094727,X
elephant7-dog1,A blurry image of an elephant walking on a field of grass.,,elephant,0.99999857,L
elephant7-airplane3,A black and white elephant with a long trunk.,,elephant,1.0,L
elephant8-dog1,Three elephants standing in the grass.,,elephant,0.9999994,L
elephant2-airplane3,A black and white photo of a dog.,,dog,0.99997246,K
elephant1-airplane2,A blue elephant with yellow legs.,,elephant,0.99999976,L
elephant10-knife3,A hand holding a cell phone.,,airplane,0.5650745,X
elephant10-elephant1,The image features a close-up of an elephant's wrinkled skin.,,elephant,1.0,L
elephant9-clock3,An elephant made of clocks.,,elephant,0.99686384,"D, J"
elephant8-oven3,A blurry photo of a room with a bunch of objects.,,airplane,0.9741019,X
elephant1-boat2,A painting of an elephant with its trunk in the air.,,elephant,0.9999995,L
elephant6-oven1,A blurry picture of an elephant.,,elephant,1.0,L
elephant2-elephant3,A picture of an elephant.,,elephant,1.0,L
elephant1-dog2,A large brown elephant with its trunk up.,,elephant,0.99999964,L
elephant7-cat1,An elephant walking on a dirt road.,,elephant,0.99999917,L
elephant3-keyboard2,A keyboard with letters and numbers on it.,,keyboard,1.0,M
elephant7-keyboard3,A black elephant key chain.,,elephant,0.99981576,L
elephant2-keyboard3,A blurry image of a camera.,,airplane,0.97492415,X
elephant8-cat1,Three brown dogs sitting in the snow.,,dog,0.99301493,K
elephant1-bottle1,A bunch of bottles and cans are arranged to look like an elephant.,,elephant,0.79592454,F
bear2-cat2,A blurry image of a brown bear.,,bear,0.9999926,B
bear7-bicycle2,A blurry photo of a motorcycle with a person on it.,,airplane,0.43144435,G
bear5-bottle1,A bunch of bottles of alcohol.,,bottle,1.0,F
bear2-car2,A blurry image of a car with a red hood.,,car,0.9952691,G
bear3-chair2,A pile of chairs stacked on top of each other.,,chair,0.9999999,I
bear1-clock2,A painting of a bear with a red mouth.,,bear,0.99942005,B
bear10-bottle1,A collage of various bottles and cans.,,bottle,0.9999999,F
bear10-knife2,A black and white image of a dog with a paw raised.,,dog,0.9999435,K
bear5-airplane3,A bear statue with a blue dress.,,bear,0.9980286,B
bear3-bird3,A cat is laying on a white surface.,,cat,0.9999994,H
bear3-keyboard2,A keyboard with a black background.,,keyboard,1.0,M
bear4-keyboard3,A close up of a black keyboard.,,keyboard,1.0,M
bear7-oven3,A blurry photo of a computer with a keyboard and a mouse.,,keyboard,0.99993277,M
bear1-elephant1,A polar bear is sitting on a rock.,,bear,0.9999368,B
bear10-oven1,A black and white drawing of a dog.,,dog,0.9999627,K
bear5-oven3,A bunch of electronic devices are stacked on top of each other.,,keyboard,0.69559723,X
bear7-bear2,A brown bear is standing in the snow.,,bear,0.99998784,B
bear1-bird2,A large bear is sitting on the ground.,,bear,0.99999535,B
bear10-truck1,A red fish with a face on it.,,dog,0.5344977,X
bear8-bicycle3,A close-up of a bear's head.,,bear,0.99999285,B
bear3-dog3,A cat with its head down.,,cat,0.99999857,H
bear4-truck3,"A colorful, abstract image of a bear.",,bear,0.99999785,B
bear8-knife3,A black and white image of a bear.,,bear,0.9999987,B
bear6-cat3,A bear's face with its mouth open.,,bear,0.9999919,B
bear9-bottle2,"A close-up of a bunch of bottles, some of which are empty.",,bottle,1.0,F
bear10-car2,A blurry image of a car.,,car,0.9991798,G
bear3-car2,A blurry image of a red race car.,,car,0.99872905,G
bear2-airplane1,A black and white image of a bear.,,bear,0.9999987,B
bear10-chair2,A large stack of wooden chairs.,,chair,0.9999999,I
bear10-keyboard3,A black object with a white number 3 on it.,,clock,0.538618,X
bear6-bottle3,A bunch of green bottles and paper.,,bottle,0.9999999,F
bear4-cat3,A brown bear is walking in the woods.,,bear,0.9999994,B
bear2-dog1,A brown bear is standing on a rocky surface.,,bear,0.9999628,B
bear6-car2,A bunch of cars are in the image.,,car,0.9991691,G
bear2-bird3,A brown bear is standing on a snowy surface.,,bear,0.99999034,B
bear5-chair1,A pink and black image of a row of seats.,,airplane,0.54283696,I
bear8-boat2,"A colorful, abstract image of a teddy bear.",,bear,0.9996766,B
bear9-keyboard3,A close up of a keyboard with numbers and letters on it.,,keyboard,1.0,M
bear6-bird2,Two bears are playing together.,,bear,0.9999999,B. bear
bear4-knife1,A painting of a dog's head.,,dog,0.9998253,K
bear7-clock1,A colorful clock made of many clocks.,,clock,1.0,J
bear8-truck3,A yellow and blue bear statue.,,bear,0.99999166,B
bear8-bear1,A brown bear is sitting on the ground.,,bear,0.99999285,B
bear2-oven1,A black and white photo of a bear.,,bear,0.9999995,B
bear9-boat2,"A colorful, abstract image of a bear.",,bear,0.99999785,B
bear6-bear1,A close up of a brown furry animal.,,dog,0.99456584,B
bear4-car3,A red car with a person inside is surrounded by a blurry background.,,car,0.9999374,G
bear3-airplane1,A picture of an elephant.,,elephant,1.0,L
bear3-truck3,A colorful abstract image of a chair.,,chair,0.99999976,I
bear1-bicycle3,A black bear with red collar.,,bear,0.9999893,B
bear4-oven2,A black and white photo of a camera.,,airplane,0.9366258,X
bear9-dog1,A lion is standing in front of a yellow background.,,elephant,0.52842325,X
bear10-clock1,A clock with a face made of clocks.,,clock,1.0,J
bear8-airplane1,A picture of a bear with a red nose.,,bear,0.9999932,B
bear4-elephant2,A bear is standing on a rock.,,bear,0.9999982,B
bear10-cat2,A close up of a cat's head.,,cat,0.9999969,H
bear2-elephant1,A bear is depicted in a stone-like texture.,,bear,0.9999993,B
bear8-dog1,A brown bear in a forest.,,bear,0.99999964,B
bear5-bird1,A blue bear is laying down.,,bear,0.99999726,B
bear6-boat3,"A colorful, abstract painting of a building with a spiral staircase.",,airplane,0.901962,X
bear7-dog3,A brown dog with a black nose.,,dog,0.9999894,K
bear9-knife2,A blurry image of a bear with a red hat.,,bear,0.9999962,B
bear1-airplane3,A white bear with a blue hat is sitting on a blue surface.,,bear,0.999982,B
bear3-bicycle2,A blurry image of a person holding a shopping cart.,,bottle,0.8603464,X
bear4-boat2,A painting of a bear with a red car in the background.,,bear,0.988628,"B, G"
bear2-keyboard2,A close up of a keyboard with a hand on it.,,keyboard,1.0,M
bear2-knife2,A bear statue made of metal.,,bear,0.99999523,B
bear10-elephant1,A close up of an elephant's head.,,elephant,0.9999999,L
bear1-bear3,A bear cub is sitting down.,,bear,0.9999764,B
bear3-cat1,A fox is laying down on a white surface.,,dog,0.86393195,X
bear8-bottle1,A bottle of alcohol is piled on top of a bottle of alcohol.,,bottle,1.0,F
bear8-elephant2,A wooden carving of a bear.,,bear,0.99998486,B
bear4-clock3,A clock with an elephant on it.,,clock,0.56566995,"J, L"
bear7-truck1,A red object with a face and a mouth.,,bottle,0.84361,X
bear10-bear2,A bear is standing in front of a white background.,,bear,0.99999964,B
bear1-chair2,A wooden chair with a wooden seat and back.,,chair,1.0,I
bear6-chair1,A bunch of pink chairs.,,chair,1.0,I
bear6-clock1,A clock made of letters.,,clock,1.0,J
bear5-bicycle3,A close up of a bear's face with its mouth open.,,bear,0.9999882,B
bear5-boat2,A colorful painting of a bear.,,bear,0.9999982,B
car10-bicycle2,"A car is shown in a distorted, blurry image.",,car,0.99831724,G
car4-car2,"A red sports car is shown in a blurry, colorful, and abstract image.",,car,0.9989197,G
car4-clock1,A clock with a car face on it.,,clock,0.99991035,"J, G"
car4-oven2,A black and white photo of a car.,,car,0.99983954,G
car6-bicycle3,A close up of a car wheel.,,car,0.98143965,G
car8-cat1,A brown and white cat is laying on a bed.,,cat,0.9999989,H
car8-dog1,A footprint in the sand.,,airplane,0.34567234,X
car5-cat1,A brown car on a snowy road.,,car,0.9899569,G
car7-elephant3,A car is embedded in the sand.,,car,0.99892175,G
car5-keyboard3,A watch with a blue face is shown.,,clock,0.9997689,J
car6-boat1,A car with a wheel and a hubcap.,,car,0.99136204,G
car3-truck1,A red sports car is shown in a close-up view.,,car,0.99955386,G
car2-knife3,A close up of a watch face with a metal band.,,clock,0.9967104,J
car10-keyboard2,A black keypad with a car on it.,,car,0.9667286,G
car4-bird1,A blue car with a fish on the front.,,car,0.9960551,G
car6-truck3,A car is shown with a wheel in the foreground.,,car,0.9975731,G
car1-oven3,A bunch of electronics are stacked on top of each other.,,keyboard,0.49794704,X
car3-bird2,A car is parked in a lot.,,car,0.9996904,G
car9-keyboard2,A black and white image of a keypad.,,keyboard,0.99281985,M
car5-bottle1,A car is made up of many different bottles.,,bottle,0.99668926,G
car7-bird3,A car with a convertible top.,,car,0.99976975,G
car1-airplane1,A car with a red stripe on the side.,,car,0.998632,G
car7-clock1,A car made of clocks.,,clock,0.55172133,"G, J"
car3-bottle3,A car is made of many bottles.,,bottle,0.9969472,G
car8-airplane3,A car is shown in a blurry image.,,car,0.999042,G
car9-truck3,A yellow car is parked in a garage.,,car,0.9994518,G
car8-clock2,A red sports car is parked in a lot.,,car,0.9998369,G
car9-bicycle2,A small car is driving on a road.,,car,0.99944586,G
car1-clock2,A car with a clock on the dashboard.,,clock,0.9590811,"G, J"
car6-chair3,A blue chair with a seat.,,chair,1.0,I
car8-bear1,A brown bear is laying down on the ground.,,bear,0.99999344,B
car6-elephant3,A car logo on a rock.,,car,0.9987282,G
car4-elephant3,A car emblem on a leather surface.,,car,0.9992842,G
car7-airplane2,A blue race car with yellow wheels.,,car,0.9973374,G
car6-bear1,A cat's face is shown in close-up.,,cat,0.9999981,H
car5-knife2,"A red car with a license plate that reads ""3516"" is parked on the street.",,car,0.965705,G
car7-keyboard3,A black toy car is shown in a close-up view.,,car,0.9945327,G
car10-car1,A red car with yellow and blue accents is parked on the street.,,car,0.9984059,G
car9-knife1,A vintage car with a rusty hood and a black tire.,,car,0.96730196,G
car8-knife2,A hand holding a car.,,car,0.9999329,G
car1-car2,A red car with a yellow rim.,,car,0.99802315,G
car3-boat1,A red sports car with a blue and red hood.,,car,0.99982554,G
car8-boat3,A red sports car with a green wheel.,,car,0.99837863,G
car2-car3,A red sports car with a chrome rim.,,car,0.999373,G
car3-elephant3,A car is carved into a rock.,,car,0.993501,G
car4-boat1,"A colorful, abstract image of a car.",,car,0.9994475,G
car1-keyboard2,A close up of a keyboard with letters and numbers.,,keyboard,1.0,M
car8-chair1,A red seat in a theater.,,chair,0.9995727,I
car10-bottle3,A car is surrounded by money.,,car,0.9999397,G
