image,response,pred_label,pred_conf
keyboard6-chair1,chair,chair,0.7373046875
keyboard1-bird2,dog,dog,0.3466796875
keyboard7-oven2,oven,oven,0.6025390625
keyboard6-knife2,knife,knife,0.6884765625
keyboard9-cat1,cat,cat,0.96435546875
keyboard10-airplane3,airplane,airplane,0.326416015625
keyboard3-boat1,keyboard,keyboard,0.42578125
keyboard6-bear2,cat,cat,0.277587890625
keyboard5-cat1,keyboard,keyboard,0.73876953125
keyboard7-knife1,keyboard,keyboard,0.31201171875
keyboard9-bird1,bird,bird,0.385986328125
keyboard9-elephant2,elephant,elephant,0.94580078125
keyboard5-knife2,knife,knife,0.57568359375
keyboard10-keyboard1,keyboard,keyboard,0.6181640625
keyboard10-truck1,car,car,0.82421875
keyboard1-chair2,chair,chair,0.59228515625
keyboard6-bottle2,bottle,bottle,0.9697265625
keyboard9-airplane3,airplane,airplane,0.53271484375
keyboard4-bottle2,bottle,bottle,0.99462890625
